Point,Pressure(hPa),Temp(C)
734,996.500000,25.650000
735,996.500000,25.650000
736,996.500000,25.650000
737,996.500000,25.650000
738,996.500000,25.650000
739,996.490000,25.660000
740,996.490000,25.660000
741,996.490000,25.650000
742,996.490000,25.660000
743,996.490000,25.660000
744,996.490000,25.660000
745,996.490000,25.660000
746,996.490000,25.670000
747,996.490000,25.660000
748,996.490000,25.660000
749,996.480000,25.660000
750,996.480000,25.670000
751,996.480000,25.670000
752,996.480000,25.670000
753,996.480000,25.680000
754,996.480000,25.680000
755,996.480000,25.680000
756,996.470000,25.680000
757,996.480000,25.690000
758,996.470000,25.690000
759,996.470000,25.680000
760,996.470000,25.690000
761,996.470000,25.680000
762,996.470000,25.700000
763,996.470000,25.690000
764,996.470000,25.700000
765,996.470000,25.700000
766,996.470000,25.700000
767,996.470000,25.700000
768,996.470000,25.710000
769,996.470000,25.700000
770,996.470000,25.710000
771,996.470000,25.720000
772,996.470000,25.710000
773,996.470000,25.720000
774,996.470000,25.720000
775,996.470000,25.720000
776,996.460000,25.720000
777,996.460000,25.720000
778,996.460000,25.730000
779,996.460000,25.740000
780,996.460000,25.740000
781,996.460000,25.740000
782,996.460000,25.740000
783,996.470000,25.740000
784,996.470000,25.740000
785,996.460000,25.740000
786,996.460000,25.740000
787,996.460000,25.730000
788,996.460000,25.740000
789,996.460000,25.750000
790,996.460000,25.750000
791,996.460000,25.760000
792,996.460000,25.750000
793,996.460000,25.760000
794,996.460000,25.760000
795,996.460000,25.760000
796,996.460000,25.760000
797,996.460000,25.760000
798,996.460000,25.760000
799,996.460000,25.770000
800,996.460000,25.770000
801,996.460000,25.780000
802,996.460000,25.780000
803,996.460000,25.780000
804,996.460000,25.780000
805,996.450000,25.790000
806,996.450000,25.780000
807,996.450000,25.790000
808,996.450000,25.790000
809,996.450000,25.790000
810,996.450000,25.800000
811,996.450000,25.790000
812,996.450000,25.790000
813,996.450000,25.800000
814,996.450000,25.800000
815,996.450000,25.800000
816,996.450000,25.810000
817,996.450000,25.800000
818,996.450000,25.810000
819,996.450000,25.800000
820,996.450000,25.800000
821,996.440000,25.800000
822,996.440000,25.810000
823,996.440000,25.810000
824,996.440000,25.810000
825,996.450000,25.830000
826,996.460000,25.820000
827,996.460000,25.830000
828,996.460000,25.840000
829,996.450000,25.840000
830,996.440000,25.840000
831,996.440000,25.840000
832,996.430000,25.840000
833,996.430000,25.840000
834,996.440000,25.850000
835,996.430000,25.860000
836,996.430000,25.860000
837,996.430000,25.860000
838,996.430000,25.870000
839,996.430000,25.870000
840,996.430000,25.870000
841,996.430000,25.870000
842,996.430000,25.860000
843,996.430000,25.870000
844,996.430000,25.870000
845,996.430000,25.870000
846,996.420000,25.870000
847,996.420000,25.870000
848,996.420000,25.880000
849,996.420000,25.880000
850,996.420000,25.890000
851,996.420000,25.890000
852,996.420000,25.890000
853,996.420000,25.890000
854,996.420000,25.890000
855,996.410000,25.890000
856,996.410000,25.890000
857,996.420000,25.900000
858,996.410000,25.890000
859,996.410000,25.890000
860,996.410000,25.890000
861,996.410000,25.900000
862,996.410000,25.900000
863,996.410000,25.910000
864,996.410000,25.900000
865,996.420000,25.910000
866,996.410000,25.920000
867,996.410000,25.920000
868,996.410000,25.910000
869,996.410000,25.920000
870,996.410000,25.920000
871,996.410000,25.930000
872,996.410000,25.930000
873,996.410000,25.920000
874,996.410000,25.930000
875,996.410000,25.920000
876,996.410000,25.930000
877,996.410000,25.930000
878,996.410000,25.940000
879,996.410000,25.930000
880,996.410000,25.940000
881,996.410000,25.940000
882,996.410000,25.950000
883,996.410000,25.950000
884,996.410000,25.950000
885,996.410000,25.950000
886,996.410000,25.950000
887,996.410000,25.950000
888,996.400000,25.950000
889,996.410000,25.950000
890,996.400000,25.950000
891,996.400000,25.950000
892,996.400000,25.940000
893,996.400000,25.950000
894,996.400000,25.950000
895,996.400000,25.940000
896,996.400000,25.950000
897,996.400000,25.950000
898,996.410000,25.960000
899,996.400000,25.950000
900,996.400000,25.950000
901,996.400000,25.960000
902,996.400000,25.960000
903,996.400000,25.960000
904,996.400000,25.970000
905,996.400000,25.970000
906,996.400000,25.970000
907,996.400000,25.980000
908,996.400000,25.970000
909,996.400000,25.980000
910,996.400000,25.970000
911,996.400000,25.970000
912,996.400000,25.980000
913,996.400000,25.970000
914,996.400000,25.980000
915,996.400000,25.980000
916,996.400000,25.980000
917,996.400000,25.980000
918,996.400000,25.980000
919,996.400000,25.980000
920,996.400000,25.990000
921,996.410000,26.000000
922,996.410000,26.000000
923,996.410000,25.990000
924,996.410000,26.000000
925,996.410000,26.000000
926,996.410000,26.000000
927,996.400000,26.000000
928,996.400000,25.990000
929,996.410000,26.000000
930,996.410000,26.010000
931,996.410000,26.010000
932,996.410000,26.010000
933,996.400000,26.000000
934,996.400000,26.000000
935,996.400000,26.000000
936,996.400000,26.000000
937,996.400000,26.000000
938,996.400000,26.000000
939,996.400000,26.000000
940,996.400000,26.000000
941,996.400000,25.990000
942,996.400000,26.000000
943,996.400000,26.010000
944,996.400000,26.000000
945,996.400000,26.010000
946,996.400000,26.020000
947,996.400000,26.010000
948,996.400000,26.020000
949,996.400000,26.010000
950,996.400000,26.020000
951,996.400000,26.020000
952,996.400000,26.030000
953,996.400000,26.020000
954,996.400000,26.030000
955,996.400000,26.030000
956,996.400000,26.030000
957,996.400000,26.040000
958,996.400000,26.040000
959,996.400000,26.040000
960,996.410000,26.040000
961,996.400000,26.030000
962,996.400000,26.040000
963,996.400000,26.040000
964,996.400000,26.050000
965,996.400000,26.040000
966,996.410000,26.060000
967,996.400000,26.060000
968,996.400000,26.060000
969,996.400000,26.060000
970,996.400000,26.070000
971,996.400000,26.060000
972,996.400000,26.080000
973,996.400000,26.080000
974,996.400000,26.080000
975,996.400000,26.080000
976,996.400000,26.070000
977,996.400000,26.080000
978,996.400000,26.090000
979,996.400000,26.080000
980,996.400000,26.090000
981,996.400000,26.090000
982,996.400000,26.090000
983,996.400000,26.090000
984,996.400000,26.090000
985,996.400000,26.090000
986,996.400000,26.100000
987,996.400000,26.100000
988,996.400000,26.090000
989,996.400000,26.090000
990,996.400000,26.090000
991,996.400000,26.100000
992,996.400000,26.090000
993,996.400000,26.100000
994,996.400000,26.100000
995,996.400000,26.110000
996,996.400000,26.110000
997,996.400000,26.110000
998,996.400000,26.120000
999,996.400000,26.120000
1000,996.400000,26.120000
1001,996.390000,26.120000
1002,996.400000,26.120000
1003,996.400000,26.120000
1004,996.390000,26.120000
1005,996.390000,26.110000
1006,996.390000,26.120000
1007,996.390000,26.130000
1008,996.390000,26.130000
1009,996.390000,26.130000
1010,996.390000,26.130000
1011,996.390000,26.130000
1012,996.400000,26.130000
1013,996.390000,26.140000
1014,996.390000,26.140000
1015,996.390000,26.140000
1016,996.390000,26.130000
1017,996.390000,26.140000
1018,996.390000,26.140000
1019,996.390000,26.140000
1020,996.390000,26.150000
1021,996.390000,26.140000
1022,996.390000,26.140000
1023,996.390000,26.140000
1024,996.390000,26.140000
1025,996.390000,26.150000
1026,996.390000,26.160000
1027,996.390000,26.150000
1028,996.390000,26.160000
1029,996.390000,26.160000
1030,996.390000,26.170000
1031,996.390000,26.170000
1032,996.390000,26.180000
1033,996.390000,26.170000
1034,996.390000,26.170000
1035,996.390000,26.170000
1036,996.380000,26.170000
1037,996.380000,26.180000
1038,996.390000,26.180000
1039,996.380000,26.180000
1040,996.380000,26.190000
1041,996.380000,26.190000
1042,996.380000,26.200000
1043,996.380000,26.190000
1044,996.380000,26.180000
1045,996.380000,26.190000
1046,996.380000,26.190000
1047,996.380000,26.200000
1048,996.380000,26.210000
1049,996.380000,26.200000
1050,996.380000,26.200000
1051,996.380000,26.210000
1052,996.380000,26.210000
1053,996.380000,26.210000
1054,996.380000,26.210000
1055,996.380000,26.210000
1056,996.370000,26.210000
1057,996.380000,26.210000
1058,996.380000,26.220000
1059,996.380000,26.220000
1060,996.370000,26.220000
1061,996.370000,26.220000
1062,996.380000,26.230000
1063,996.380000,26.240000
1064,996.380000,26.240000
1065,996.370000,26.250000
1066,996.380000,26.250000
1067,996.370000,26.250000
1068,996.370000,26.260000
1069,996.370000,26.250000
1070,996.370000,26.260000
1071,996.370000,26.270000
1072,996.370000,26.260000
1073,996.370000,26.260000
1074,996.370000,26.270000
1075,996.370000,26.280000
1076,996.370000,26.270000
1077,996.370000,26.280000
1078,996.370000,26.280000
1079,996.370000,26.270000
1080,996.370000,26.270000
1081,996.370000,26.280000
1082,996.370000,26.280000
1083,996.360000,26.280000
1084,996.370000,26.280000
1085,996.360000,26.280000
1086,996.360000,26.280000
1087,996.360000,26.280000
1088,996.360000,26.280000
1089,996.360000,26.290000
1090,996.360000,26.290000
1091,996.360000,26.290000
1092,996.360000,26.300000
1093,996.360000,26.300000
1094,996.360000,26.300000
1095,996.360000,26.300000
1096,996.360000,26.310000
1097,996.360000,26.320000
1098,996.360000,26.310000
1099,996.360000,26.310000
1100,996.360000,26.310000
1101,996.360000,26.320000
1102,996.360000,26.320000
1103,996.360000,26.310000
1104,996.350000,26.320000
1105,996.350000,26.310000
1106,996.350000,26.320000
1107,996.350000,26.320000
1108,996.350000,26.310000
1109,996.350000,26.310000
1110,996.350000,26.320000
1111,996.350000,26.320000
1112,996.350000,26.320000
1113,996.350000,26.320000
1114,996.360000,26.330000
1115,996.360000,26.320000
1116,996.360000,26.320000
1117,996.350000,26.320000
1118,996.340000,26.320000
1119,996.340000,26.330000
1120,996.340000,26.330000
1121,996.340000,26.330000
1122,996.340000,26.320000
1123,996.340000,26.320000
1124,996.340000,26.320000
1125,996.340000,26.330000
1126,996.340000,26.330000
1127,996.340000,26.340000
1128,996.340000,26.330000
1129,996.340000,26.330000
1130,996.340000,26.340000
1131,996.340000,26.340000
1132,996.340000,26.340000
1133,996.340000,26.340000
1134,996.340000,26.340000
1135,996.340000,26.340000
1136,996.340000,26.340000
1137,996.340000,26.350000
1138,996.340000,26.350000
1139,996.340000,26.350000
1140,996.340000,26.360000
1141,996.340000,26.360000
1142,996.330000,26.370000
1143,996.340000,26.360000
1144,996.340000,26.370000
1145,996.340000,26.370000
1146,996.330000,26.360000
1147,996.330000,26.370000
1148,996.330000,26.360000
1149,996.330000,26.370000
1150,996.330000,26.370000
